MCMCU;MCSTYL;MCDL01;MCRP01;MCRP02
00016172;09;AC TELEMACO BORBA;36;OPE
00016178;09;AC QUINTA DO SOL;36;OPE
00016179;09;AC RONCADOR;36;OPE
00016250;09;AC JESUITAS;36;OPE
00016241;09;AC SANTANA DO ITARARE;36;OPE
00016242;09;AC SAO JOSE DA BOA VISTA;36;OPE
00016073;09;AC IVAIPORA;36;OPE
00016074;09;AC PATO BRANCO;36;OPE
00016075;09;AC SANTA TEREZINHA DE ITAIPU;36;OPE
00016076;09;AC BATEL;36;OPE
00016066;09;AC CATANDUVAS;36;OPE
00016067;09;AC CEU AZUL;36;OPE
00017016;16;ACF MATEUS LEME;36;OPE
00017017;16;ACF PADRE ANCHIETA;36;OPE
00017018;16;ACF SANTA CANDIDA;36;OPE
00017010;16;ACF ESTACAO RODOFERROVIARIA;36;OPE
00016177;09;AC PRESIDENTE CASTELO BRANCO;36;OPE
00016108;09;AC SAO TOME;36;OPE
00016109;09;AC FRANCISCO BELTRAO;36;OPE
00016100;09;AC INDIANOPOLIS;36;OPE
00016161;09;AC JANIOPOLIS;36;OPE
00016162;09;AC JUSSARA;36;OPE
00016133;09;AC QUERENCIA DO NORTE;36;OPE
00016134;09;AC SANTA CRUZ DO MONTE CASTELO;36;OPE
00016135;09;AC SANTA ISABEL DO IVAI;36;OPE
00015998;09;AC PORTO AMAZONAS;36;OPE
00015999;09;AC RESERVA;36;OPE
00015990;09;AC CENTRO CIVICO;36;OPE
00015981;09;AC PIEN;36;OPE
00016232;09;AC JUNDIAI DO SUL;36;OPE
00016063;09;AC TUPASSI;36;OPE
00016064;09;AC CAPITAO LEONIDAS MARQUES;36;OPE
00016065;09;AC CAFELANDIA;36;OPE
00016456;16;ACF COMETA;36;OPE
00016091;09;AC JOAO NEGRAO;36;OPE
00016092;09;AC TERRA ROXA;36;OPE
00016198;09;AC JARDIM ALEGRE;36;OPE
00015994;09;AC JAGUARIAIVA;36;OPE
00015995;09;AC ORTIGUEIRA;36;OPE
00015996;09;AC PIRAI DO SUL;36;OPE
00015982;09;AC QUITANDINHA;36;OPE
00016320;09;AC INDUSTRIAL TECA;36;OPE
00016311;09;AC PATO BRAGADO;36;OPE
00016284;09;AC BIGORRILHO;36;OPE
00016033;09;AC AMPERE;36;OPE
00016034;09;AC CHOPINZINHO;36;OPE
00016035;09;AC CORONEL VIVIDA;36;OPE
00016036;09;AC RIO NEGRO;36;OPE
00016037;09;AC ROLANDIA;36;OPE
00016462;16;ACF JUVEVE;36;OPE
00016463;16;ACF M BOICY;36;OPE
00016464;16;ACF MARINGA VELHO;36;OPE
00016008;09;AC CAMBE;36;OPE
00016009;09;AC TIBAGI;36;OPE
00016000;09;AC SAO JOAO DO TRIUNFO;36;OPE
00016316;09;AC VIRMOND;36;OPE
00016308;09;AC IVATE;36;OPE
00016285;09;AC JARDIM BANDEIRANTE;36;OPE
00016286;09;AC JUSCELINO KUBITSCHECK;36;OPE
00016287;09;AC ROSARIO DO IVAI;36;OPE
00016317;09;AC NAIPI;36;OPE
00016318;09;AC FAZENDA RIO GRANDE;36;OPE
00016319;09;AC AEROPORTO INTER AFONSO PENA;36;OPE
00016310;09;AC NOVA SANTA BARBARA;36;OPE
00018823;16;ACF TEOFILO OTONI;50;OPE
00018824;16;ACF HIGIENOPOLIS;50;OPE
00018900;16;ACF PONTE DOS FONES;50;OPE
00018895;16;ACF SAO PEDRO;50;OPE
00018898;16;ACF BARAO DE MESQUITA;50;OPE
00018890;16;ACF ANDRADAS;50;OPE
00018535;09;AC AFONSO CAVALCANTI;50;OPE
00018536;09;AC IGUATEMI;50;OPE
00018462;09;AC SAO FRANCISCO DE ITABAPOANA;50;OPE
00018463;09;AC RIO BRANCO;50;OPE
00018464;09;AC GUAPIMIRIM;50;OPE
00018534;09;AC HANNIBAL PORTO;50;OPE
00018485;09;AC VARRE SAI;50;OPE
00018844;16;ACF NOSSA SENHORA DA PAZ;50;OPE
00018465;09;AC PAPUCAIA;50;OPE
00018481;09;AC SANTA CRUZ DA SERRA;50;OPE
00018483;09;AC ABRAAO;50;OPE
00018328;09;AC PREFEITO BENTO RIBEIRO;50;OPE
00018539;09;AC RICARDO DE ALBUQUERQUE;50;OPE
00018821;16;ACF GMV;50;OPE
00018822;16;ACF GONCALVES DIAS;50;OPE
00018247;09;AC ANCHIETA;50;OPE
00018248;09;AC CIDADE UNIVERSITARIA;50;OPE
00018249;09;AC ANDARAI;50;OPE
00018428;09;AC QUEIMADOS;50;OPE
00018419;09;AC XEREM;50;OPE
00018371;09;AC SANTA ISABEL DO RIO PRETO;50;OPE
00018374;09;AC AEROPORTO SANTOS DUMONT;50;OPE
00018365;09;AC LIDICE;50;OPE
00018367;09;AC NITEROI;50;OPE
00018369;09;AC CONSERVATORIA;50;OPE
00018329;09;AC FORUM DE NITEROI;50;OPE
00018320;09;AC CORREAS;50;OPE
00018245;09;AC CENTRAL DO RIO DE JANEIRO;50;OPE
00018246;09;AC CASTELO;50;OPE
00018363;09;AC NILO PECANHA;50;OPE
00018364;09;AC RIO CLARO;50;OPE
00018429;09;AC RETIRO;50;OPE
00018420;09;AC IMBARIE;50;OPE
00018381;09;AC RIO BONITO;50;OPE
00018382;09;AC COMENDADOR LEVY GASPARIAN;50;OPE
00018383;09;AC BARRA DA TIJUCA;50;OPE
00018415;09;AC BELFORD ROXO;50;OPE
00018416;09;AC SANTO ANTONIO DE PADUA;50;OPE
00018417;09;AC CASCATINHA;50;OPE
00018418;09;AC JAPERI;50;OPE
00018360;09;AC VILA ISABEL;50;OPE
00018395;09;AC PARAIBA DO SUL;50;OPE
00018396;09;AC PARATI;50;OPE
00018397;09;AC PETROPOLIS;50;OPE
00016094;09;AC ALTO PIQUIRI;36;OPE
00016095;09;AC TOLEDO;36;OPE
00016096;09;AC CIDADE GAUCHA;36;OPE
00016097;09;AC GUAPOREMA;36;OPE
00016488;16;ACF VISCONDE DO RIO BRANCO;36;OPE
00018411;09;AC SANTA ROSA;50;OPE
00018413;09;AC RUA TEREZA;50;OPE
00018414;09;AC AREAL;50;OPE
00018407;09;AC MIGUEL PEREIRA;50;OPE
00018408;09;AC SAPUCAIA;50;OPE
00018409;09;AC ENGENHEIRO PAULO DE FRONTIN;50;OPE
00018400;09;AC TERESOPOLIS;50;OPE
00018361;09;AC PORTO REAL;50;OPE
00018425;09;AC PATY DO ALFERES;50;OPE
00018426;09;AC PIABETA;50;OPE
00018427;09;AC SANTO EDUARDO;50;OPE
00016084;09;AC MISSAL;36;OPE
00016085;09;AC NOVA AURORA;36;OPE
00016086;09;AC PARANAVAI;36;OPE
00016087;09;AC PALOTINA;36;OPE
00016070;09;AC MARINGA;36;OPE
00016061;09;AC VITORINO;36;OPE
00016062;09;AC ASSIS CHATEAUBRIAND;36;OPE
00016224;09;AC CONGONHINHAS;36;OPE
00016225;09;AC CONSELHEIRO MAIRINCK;36;OPE
00016226;09;AC GUAPIRAMA;36;OPE
00016227;09;AC IBAITI;36;OPE
00016028;09;AC PRUDENTOPOLIS;36;OPE
00016029;09;AC PORTO VITORIA;36;OPE
00016020;09;AC PALMITAL;36;OPE
00016011;09;AC CRUZ MACHADO;36;OPE
00016012;09;AC PALMAS;36;OPE
00016475;16;ACF SALDANHA MARINHO;36;OPE
00016476;16;ACF SANTA HELENA;36;OPE
00015988;09;AC IRATI;36;OPE
00015989;09;AC FIGUEIRA;36;OPE
00015971;09;AC AGUDOS DO SUL;36;OPE
00015972;09;AC ANTONIO OLINTO;36;OPE
00016448;16;ACF BRIGADEIRO FRANCO;36;OPE
00016449;16;ACF CANGO;36;OPE
00016093;09;AC ALTONIA;36;OPE
00015965;09;AC PIRAQUARA;36;OPE
00015966;09;AC CORNELIO PROCOPIO;36;OPE
00015967;09;AC PINHAIS;36;OPE
00016158;09;AC IRETAMA;36;OPE
00016159;09;AC ITAMBE;36;OPE
00016150;09;AC ENGENHEIRO BELTRAO;36;OPE
00016141;09;AC UNIFLOR;36;OPE
00016142;09;AC ARARUNA;36;OPE
00016043;09;AC MANGUEIRINHA;36;OPE
00016044;09;AC MARIOPOLIS;36;OPE
00017034;16;ACF UNIVERSIDADE DE LONDRINA;36;OPE
00017035;16;ACF CATUAI SHOPPING CENTER;36;OPE
00017036;16;ACF CARLOS GOMES;36;OPE
00017023;16;ACF CAJURU;36;OPE
00017024;16;ACF CAPAO DA IMBUIA;36;OPE
00017025;16;ACF CAPAO RASO;36;OPE
00017052;16;ACF DEZENOVE DE DEZEMBRO;36;OPE
00017054;16;ACF TIBAGI;36;OPE
00017055;16;ACF ROMARIO MARTINS;36;OPE
00014837;16;ACF GRACAS;32;OPE
00014502;09;AC CAMUTANGA;32;OPE
00014476;09;AC ABREU E LIMA;32;OPE
00014479;09;AC CAMARA MUNICIPAL DE RECIFE;32;OPE
00014504;09;AC CAMOCIM DE SAO FELIX;32;OPE
00014505;09;AC CHA GRANDE;32;OPE
00014506;09;AC CONDADO;32;OPE
00014507;09;AC CORTES;32;OPE
00014508;09;AC CANHOTINHO;32;OPE
00014509;09;AC FEIRA NOVA;32;OPE
00014500;09;AC CABROBO;32;OPE
00015368;09;AC HUGO NAPOLEAO;34;OPE
00015369;09;AC MIGUEL LEAO;34;OPE
00015360;09;AC AROAZES;34;OPE
00015351;09;AC FLORIANO;34;OPE
00015352;09;AC GILBUES;34;OPE
00015435;09;AC ELISEU MARTINS;34;OPE
00015436;09;AC FRANCISCO AYRES;34;OPE
00015437;09;AC ITAUEIRA;34;OPE
00015393;09;AC VALENCA DO PIAUI;34;OPE
00015394;09;AC SAO FELIX DO PIAUI;34;OPE
00015395;09;AC SAO GONCALO DO PIAUI;34;OPE
00015396;09;AC TIMON;34;OPE
00015397;09;AC SAO JOAO DA SERRA;34;OPE
00014838;16;ACF CONSELHEIRO AGUIAR;32;OPE
00014491;09;AC BOM JARDIM;32;OPE
00014536;09;AC FLORESTA;32;OPE
00014537;09;AC GARANHUNS;32;OPE
00014538;09;AC GOIANA;32;OPE
00014539;09;AC GRAVATA;32;OPE
00014530;09;AC ENCRUZILHADA;32;OPE
00014521;09;AC POMBOS;32;OPE
00014522;09;AC PRIMAVERA;32;OPE
00014494;09;AC BONITO;32;OPE
00015413;09;AC INHUMA;34;OPE
00015414;09;AC IPIRANGA DO PIAUI;34;OPE
00015416;09;AC ISAIAS COELHO;34;OPE
00015417;09;AC MATIAS OLIMPIO;34;OPE
00015338;09;AC BATALHA;34;OPE
00015339;09;AC JOAQUIM PIRES;34;OPE
00015330;09;AC CENTRAL DE TERESINA;34;OPE
00015358;09;AC JOSE DE FREITAS;34;OPE
00015359;09;AC ALTOS;34;OPE
00015350;09;AC ELESBAO VELOSO;34;OPE
00015341;09;AC BOM JESUS;34;OPE
00014678;09;AC SANTA FILOMENA;32;OPE
00014679;09;AC QUIXABA;32;OPE
00014661;09;AC PADRE CARAPUCEIRO;32;OPE
00014495;09;AC ALIANCA;32;OPE
00014489;09;AC BODOCO;32;OPE
00014480;09;AC BARREIROS;32;OPE
00014471;09;AC ALTINHO;32;OPE
00014472;09;AC SHOPPING CENTER RECIFE;32;OPE
00014543;09;AC IGARASSU;32;OPE
00015386;09;AC SAO MIGUEL DO TAPUIO;34;OPE
00015387;09;AC SAO PEDRO DO PIAUI;34;OPE
00014544;09;AC LAGOA DO OURO;32;OPE
00014545;09;AC MARAIAL;32;OPE
00014546;09;AC IPOJUCA;32;OPE
00014547;09;AC PASSIRA;32;OPE
00015418;09;AC ITAINOPOLIS;34;OPE
00015355;09;AC AGRICOLANDIA;34;OPE
00015356;09;AC ALTO LONGA;34;OPE
00015357;09;AC PORTO;34;OPE
00015410;09;AC CONCEICAO DO CANINDE;34;OPE
00015401;09;AC ITARARE;34;OPE
00015402;09;AC PICARRA;34;OPE
00015342;09;AC LUIS CORREIA;34;OPE
00015438;09;AC JERUMENHA;34;OPE
00015439;09;AC LANDRI SALES;34;OPE
00015430;09;AC ANGICAL DO PIAUI;34;OPE
00015464;09;AC SHOPPING RIVERSIDE;34;OPE
00015465;09;AC PARQUE PIAUI;34;OPE
00014864;16;ACF VARZEA;32;OPE
00014865;15;ACS IBURA;32;OPE
00015421;09;AC PADRE MARCOS;34;OPE
00015422;09;AC PAES LANDIM;34;OPE
00015398;09;AC AEROPORTO DE TERESINA;34;OPE
00015399;09;AC MONTE CASTELO;34;OPE
00015390;09;AC FRONTEIRAS;34;OPE
00015381;09;AC REGENERACAO;34;OPE
00014464;09;AC AFOGADOS DA INGAZEIRA;32;OPE
00014465;09;AC PONTE DOS CARVALHOS;32;OPE
00014466;09;AC AGUAS BELAS;32;OPE
00014781;16;ACF SAO JOSE;32;OPE
00014782;15;ACS BOM NOME;32;OPE
00014467;09;AC CURADO;32;OPE
00014468;09;AC SERTANIA;32;OPE
00014469;09;AC ITAMARACA;32;OPE
00014040;15;ACS TANANDUBA;30;OPE
00015373;09;AC PEDRO II;34;OPE
00015374;09;AC PIRIPIRI;34;OPE
00015375;09;AC MONSENHOR GIL;34;OPE
00014057;16;ACF EPITACIO PESSOA;30;OPE
00014496;09;AC AMARAJI;32;OPE
00014497;09;AC BUENOS AIRES;32;OPE
00014498;09;AC BUIQUE;32;OPE
00014499;09;AC CABO DE SANTO AGOSTINHO;32;OPE
00014490;09;AC BOM CONSELHO;32;OPE
00015458;09;AC SANTA FILOMENA;34;OPE
00015459;09;AC VARZEA GRANDE;34;OPE
00015450;09;AC BARREIRAS DO PIAUI;34;OPE
00015441;09;AC MARCOS PARENTE;34;OPE
00015442;09;AC NAZARE DO PIAUI;34;OPE
00015466;09;AC MARECHAL DEODORO DA FONSECA;34;OPE
00016302;09;AC CANDOI;36;OPE
00016274;09;AC SETE DE SETEMBRO;36;OPE
00016276;09;AC BOA VISTA DA APARECIDA;36;OPE
00016277;09;AC TAROBA;36;OPE
00016260;09;AC FRANCISCO ALVES;36;OPE
00016251;09;AC JURANDA;36;OPE
00016252;09;AC LUNARDELLI;36;OPE
00016113;09;AC ALTO PARANA;36;OPE
00016114;09;AC AMAPORA;36;OPE
00015467;09;AC JAICOS;34;OPE
00015423;09;AC COLONIA DO GURGUEIA;34;OPE
00015424;09;AC SANTA CRUZ DO PIAUI;34;OPE
00015425;09;AC SANTO ANTONIO DE LISBOA;34;OPE
00015426;09;AC SAO JOSE DO PIAUI;34;OPE
00015427;09;AC SAO JULIAO;34;OPE
00015383;09;AC PIMENTEIRAS;34;OPE
00015384;09;AC PRATA DO PIAUI;34;OPE
00015385;09;AC SAO JOAO DO PIAUI;34;OPE
00015382;09;AC PALMEIRAIS;34;OPE
00015478;09;AC PIO XII;34;OPE
00015461;09;AC PALACIO DA JUSTICA;34;OPE
00015462;09;AC PICARREIRA;34;OPE
00015353;09;AC SANTO INACIO DO PIAUI;34;OPE
00016115;09;AC ATALAIA;36;OPE
00015376;09;AC PICOS;34;OPE
00015377;09;AC NOVO ORIENTE DO PIAUI;34;OPE
00015354;09;AC DIRCEU ARCOVERDE;34;OPE
00014481;09;AC AGRESTINA;32;OPE
00014482;09;AC BELEM DE SAO FRANCISCO;32;OPE
00014548;09;AC SAIRE;32;OPE
00014549;09;AC PETROLANDIA;32;OPE
00014540;09;AC CUMARU;32;OPE
00014531;09;AC ESCADA;32;OPE
00014532;09;AC BARRA DE GUABIRABA;32;OPE
00014673;09;AC XEXEU;32;OPE
00014674;09;AC VERTENTE DO LERIO;32;OPE
00014675;09;AC SANTA CRUZ;32;OPE
00014676;09;AC DORMENTES;32;OPE
00014677;09;AC JUCATI;32;OPE
00014871;16;ACF MADALENA;32;OPE
00014872;15;ACS DUQUE DE CAXIAS;32;OPE
00014858;16;ACF ARRUDA;32;OPE
00014859;16;ACF AREIAS;32;OPE
00014850;16;ACF RIACHUELO;32;OPE
00014100;15;ACS CHA DO LINDOLFO;30;OPE
00016123;09;AC MARILENA;36;OPE
00016124;09;AC MIRADOR;36;OPE
00016125;09;AC NOVA ALIANCA DO IVAI;36;OPE
00016149;09;AC DOUTOR CAMARGO;36;OPE
00016140;09;AC TAMBOARA;36;OPE
00016131;09;AC PLANALTINA DO PARANA;36;OPE
00016132;09;AC PORTO RICO;36;OPE
00016119;09;AC INAJA;36;OPE
00016110;09;AC TAPEJARA;36;OPE
00016101;09;AC IPORA;36;OPE
00016102;09;AC MARIA HELENA;36;OPE
00015974;09;AC CERRO AZUL;36;OPE
00015975;09;AC INTERNACIONAL FOZ DO IGUACU;36;OPE
00015976;09;AC GUARATUBA;36;OPE
00015977;09;AC MATINHOS;36;OPE
00016078;09;AC MARIALVA;36;OPE
00015959;09;AC CASCAVEL;36;OPE
00015950;09;AC BARRACAO;36;OPE
00015941;09;AC ALMIRANTE TAMANDARE;36;OPE
00015942;09;AC ARAUCARIA;36;OPE
00016444;16;ACF ALAMO;36;OPE
00016445;16;ACF AVENIDA MAUA;36;OPE
00016446;16;ACF BARREIRINHA;36;OPE
00016482;16;ACF TUPY;36;OPE
00017208;16;ACF ANGELO SAMPAIO;36;OPE
00017191;16;ACF AVENIDA BRASIL;36;OPE
00016023;09;AC PAULA FREITAS;36;OPE
00016024;09;AC PAULO FRONTIN;36;OPE
00016025;09;AC PINHAO;36;OPE
00016026;09;AC GUAIRA;36;OPE
00016027;09;AC PITANGA;36;OPE
00016118;09;AC GUAIRACA;36;OPE
00016051;09;AC RENASCENCA;36;OPE
00016052;09;AC SALGADO FILHO;36;OPE
00016038;09;AC DOIS VIZINHOS;36;OPE
00016079;09;AC JANDAIA DO SUL;36;OPE
00016121;09;AC JARDIM OLINDA;36;OPE
00016122;09;AC LOANDA;36;OPE
00015983;09;AC TIJUCAS DO SUL;36;OPE
00015984;09;AC CANDIDO DE ABREU;36;OPE
00015985;09;AC IMBITUVA;36;OPE
00015986;09;AC CARAMBEI;36;OPE
00015987;09;AC CURIUVA;36;OPE
00016484;16;ACF VILA IPIRANGA;36;OPE
00016485;16;ACF VILA NOVA;36;OPE
00016486;16;ACF VILA OFICINAS;36;OPE
00016472;16;ACF RAIA;36;OPE
00016473;16;ACF RUI BARBOSA;36;OPE
00016474;16;ACF SABARA;36;OPE
00016002;09;AC LARANJEIRAS DO SUL;36;OPE
00016304;09;AC ENTRE RIOS DO OESTE;36;OPE
00016306;09;AC IRACEMA DO OESTE;36;OPE
00016077;09;AC BELA VISTA DO PARAISO;36;OPE
00015953;09;AC CONTENDA;36;OPE
00015954;09;AC CAMBARA;36;OPE
00016039;09;AC ENEAS MARQUES;36;OPE
00016030;09;AC REBOUCAS;36;OPE
00016021;09;AC PONTA GROSSA;36;OPE
00016022;09;AC PORTAO;36;OPE
00016138;09;AC SAO JOAO DO CAIUA;36;OPE
00016139;09;AC SAO PEDRO DO PARANA;36;OPE
00016130;09;AC CIANORTE;36;OPE
00016490;16;ACF BARRA FUNDA;36;OPE
00016481;16;ACF TERMINAL DO CARMO;36;OPE
00016233;09;AC LEOPOLIS;36;OPE
00016234;09;AC NOVA FATIMA;36;OPE
00016235;09;AC PINHALAO;36;OPE
00016236;09;AC QUATIGUA;36;OPE
00016237;09;AC RIBEIRAO CLARO;36;OPE
00016018;09;AC MALLET;36;OPE
00016307;09;AC NOVO ITACOLOMI;36;OPE
00016088;09;AC QUEDAS DO IGUACU;36;OPE
00016089;09;AC SANTA HELENA;36;OPE
00016080;09;AC MATELANDIA;36;OPE
00016071;09;AC FORMOSA DO OESTE;36;OPE
00016072;09;AC URAI;36;OPE
00015964;09;AC MANDIRITUBA;36;OPE
00015956;09;AC CAMPO LARGO;36;OPE
00016148;09;AC CAMPINA DA LAGOA;36;OPE
00016465;16;ACF MERCADO MUNICIPAL;36;OPE
00016466;16;ACF NOVA RUSSIA;36;OPE
00016153;09;AC FLORAI;36;OPE
00016154;09;AC FLORESTA;36;OPE
00016155;09;AC ALVORADA DO SUL;36;OPE
00016156;09;AC GOIOERE;36;OPE
00016157;09;AC IGUARACU;36;OPE
00016019;09;AC MANOEL RIBAS;36;OPE
00016010;09;AC BITURUNA;36;OPE
00016001;09;AC LAPA;36;OPE
00017042;16;ACF JOSE BONIFACIO;36;OPE
00017043;16;ACF MODELAR;36;OPE
00017044;16;ACF SOUZA NAVES;36;OPE
00017045;16;ACF VICENTE MACHADO;36;OPE
00017032;16;ACF QUINTINO BOCAIUVA;36;OPE
00017033;16;ACF TERMINAL RODOVIARIO DE LON;36;OPE
00016223;09;AC CARLOPOLIS;36;OPE
00016068;09;AC VERA CRUZ DO OESTE;36;OPE
00016069;09;AC CORBELIA;36;OPE
00016060;09;AC VERE;36;OPE
00016126;09;AC NOVA LONDRINA;36;OPE
00016127;09;AC PARAISO DO NORTE;36;OPE
00016458;16;ACF GUARAREMA;36;OPE
00016459;16;ACF HIGIENOPOLIS;36;OPE
00016450;16;ACF CARREFOUR CHAMPAGNAT;36;OPE
00016083;09;AC CAMPO MOURAO;36;OPE
00014681;09;AC CASINHAS;32;OPE
00014682;09;AC MANARI;32;OPE
00014769;16;ACF TAMARINEIRA;32;OPE
00014890;16;ACF SAO SEBASTIAO;32;OPE
00014848;16;ACF AFLITOS;32;OPE
00014860;16;ACF AMORIM;32;OPE
00014851;16;ACF SAO CRISTOVAO;32;OPE
00014680;09;AC JATOBA;32;OPE
00014671;09;AC LAGOA DO CARRO;32;OPE
00014672;09;AC SANTA CRUZ DA BAIXA VERDE;32;OPE
00014846;16;ACF BAIRRO NOVO;32;OPE
00015460;09;AC SANTA LUZ;34;OPE
00015451;09;AC CRISTALANDIA DO PIAUI;34;OPE
00015452;09;AC CURIMATA;34;OPE
00015340;09;AC ESPERANTINA;34;OPE
00015331;09;AC BURITI DOS LOPES;34;OPE
00015332;09;AC CAPITAO DE CAMPOS;34;OPE
00015540;16;ACF BARAO;34;OPE
00015561;16;ACF BARROSO;34;OPE
00015535;16;ACF VILA OPERARIA;34;OPE
00015537;16;ACF SACI;34;OPE
00014847;16;ACF PINA;32;OPE
00014807;15;ACS RIACHO FECHADO;32;OPE
00014773;16;ACF PIEDADE;32;OPE
00014774;16;ACF CANDEIAS;32;OPE
00014853;16;ACF AFOGADOS;32;OPE
00014854;15;ACS CRUZ DE REBOUCAS;32;OPE
00014856;16;ACF JABOATAO;32;OPE
00015363;09;AC BENEDITINOS;34;OPE
00015364;09;AC DEMERVAL LOBAO;34;OPE
00015516;16;ACF JOAO XXIII;34;OPE
00015517;16;ACF LIZANDRO NOGUEIRA;34;OPE
00015542;16;ACF MORADA DOS ORIXAS;34;OPE
00015333;09;AC AMARANTE;34;OPE
00014775;16;ACF BEBERIBE;32;OPE
00014776;16;ACF JANGA;32;OPE
00014660;09;AC PAULO BREGARO;32;OPE
00014652;09;AC CAMARAGIBE;32;OPE
00014778;16;ACF MAURICIO DE NASSAU;32;OPE
00014779;16;ACF CAXANGA;32;OPE
00014770;16;ACF IPUTINGA;32;OPE
00014879;16;ACF ARRAIAL;32;OPE
00014861;16;ACF XV DE NOVEMBRO;32;OPE
00014857;16;ACF SANTA RITA;32;OPE
00014529;09;AC VICENCIA;32;OPE
00014520;09;AC LAGOA DO ITAENGA;32;OPE
00014511;09;AC GAMELEIRA;32;OPE
00014512;09;AC GLORIA DO GOITA;32;OPE
00014484;09;AC SAO JOSE DO BELMONTE;32;OPE
00014485;09;AC BELO JARDIM;32;OPE
00014487;09;AC BEZERROS;32;OPE
00014488;09;AC BOA VIAGEM;32;OPE
00014501;09;AC CACHOEIRINHA;32;OPE
00015365;09;AC CRISTINO CASTRO;34;OPE
00015366;09;AC FRANCINOPOLIS;34;OPE
00015367;09;AC OEIRAS;34;OPE
00015454;09;AC MONTE ALEGRE DO PIAUI;34;OPE
00015455;09;AC PALMEIRA DO PIAUI;34;OPE
00015456;09;AC PARNAGUA;34;OPE
00015457;09;AC REDENCAO DO GURGUEIA;34;OPE
00015334;09;AC COCAL;34;OPE
00015335;09;AC BARRAS;34;OPE
00015336;09;AC SOCORRO DO PIAUI;34;OPE
00015337;09;AC DOMINGOS MOURAO;34;OPE
00015473;09;AC FLORES DO PIAUI;34;OPE
00015475;09;AC TERESINA SHOPPING;34;OPE
00015476;09;AC BONFIM DO PIAUI;34;OPE
00015477;09;AC LAGOA DO BARRO DO PIAUI;34;OPE
00015433;09;AC BERTOLINIA;34;OPE
00015434;09;AC PROMORAR;34;OPE
00014862;16;ACF RIO DOCE;32;OPE
00013164;09;AC PORTO TROMBETAS;28;OPE
00013065;09;AC IGARAPE MIRI;28;OPE
00013126;09;AC BARREIRA DOS CAMPOS;28;OPE
00013127;09;AC ITUPIRANGA;28;OPE
00013869;09;AC CIDADE UNIV CAMPINA GRANDE;30;OPE
00013860;09;AC OLIVEDOS;30;OPE
00013851;09;AC SAO JOSE DE CAIANA;30;OPE
00013852;09;AC APARECIDA;30;OPE
00013793;09;AC RIO TINTO;30;OPE
00013718;09;AC BELEM;30;OPE
00013719;09;AC BORBOREMA;30;OPE
00013710;09;AC CABEDELO;30;OPE
00013701;09;AC CUITE DE MAMANGUAPE;30;OPE
00013105;09;AC SANTO ANTONIO DO TAUA;28;OPE
00013095;09;AC NOVA TIMBOTEUA;28;OPE
00013166;09;AC SAO FELIX DO XINGU;28;OPE
00013167;09;AC MONTE DOURADO;28;OPE
00014644;09;AC SANTA MARIA DA BOA VISTA;32;OPE
00013854;09;AC TRIUNFO;30;OPE
00013855;09;AC UIRAUNA;30;OPE
00013856;09;AC SERRA GRANDE;30;OPE
00013857;09;AC BREJO DOS SANTOS;30;OPE
00013858;09;AC MONTADAS;30;OPE
00013280;16;ACF NOVA MARAMBAIA;28;OPE
00013271;16;ACF BELO CENTRO;28;OPE
00013115;09;AC SAO MIGUEL DO GUAMA;28;OPE
00013160;09;AC SANTA CRUZ DO ARARI;28;OPE
00013151;09;AC RONDON DO PARA;28;OPE
00013152;09;AC CASTELO DOS SONHOS;28;OPE
00013153;09;AC OUREM;28;OPE
00014062;16;ACF PRATA;30;OPE
00014624;09;AC SERRA TALHADA;32;OPE
00014625;09;AC VENTUROSA;32;OPE
00014626;09;AC AFRANIO;32;OPE
00013777;09;AC QUEIMADAS;30;OPE
00013778;09;AC SAO JOAO DO CARIRI;30;OPE
00013779;09;AC PIANCO;30;OPE
00013135;09;AC CABANAGEM;28;OPE
00013196;09;AC BREJO GRANDE DO ARAGUAIA;28;OPE
00013197;09;AC BOM JESUS DO TOCANTINS;28;OPE
00014613;09;AC SANTA CRUZ DO CAPIBARIBE;32;OPE
00014553;09;AC SAO VICENTE FERRER;32;OPE
00014569;09;AC BREJO DA MADRE DE DEUS;32;OPE
00014627;09;AC SURUBIM;32;OPE
00014628;09;AC TABIRA;32;OPE
00014629;09;AC ITAMBE;32;OPE
00014620;09;AC SAO LOURENCO DA MATA;32;OPE
00014573;09;AC JUPI;32;OPE
00013692;09;AC SAO JOAO DO RIO DO PEIXE;30;OPE
00013694;09;AC INTERMARES;30;OPE
00013695;09;AC ITAPOROROCA;30;OPE
00013770;09;AC NATUBA;30;OPE
00013761;09;AC MAMANGUAPE;30;OPE
00013762;09;AC GURJAO;30;OPE
00013804;09;AC JUNCO DO SERIDO;30;OPE
00013805;09;AC JURU;30;OPE
00013806;09;AC LIVRAMENTO;30;OPE
00013807;09;AC MAE DAGUA;30;OPE
00013128;09;AC SAO DOMINGOS DO ARAGUAIA;28;OPE
00013129;09;AC BRASIL NOVO;28;OPE
00014560;09;AC BREJAO;32;OPE
00014551;09;AC SANTA MARIA DO CAMBUCA;32;OPE
00014552;09;AC SAO BENEDITO DO SUL;32;OPE
00013696;09;AC JACARAU;30;OPE
00013697;09;AC AREIA;30;OPE
00013698;09;AC JURIPIRANGA;30;OPE
00013699;09;AC LUCENA;30;OPE
00013690;09;AC CAAPORA;30;OPE
00013685;09;AC CENTRAL DE JOAO PESSOA;30;OPE
